"NDCNUM","THRCLDS","THRDTDS","ROADS"
"55289084521","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55289084528","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55289084530","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55289086601","Antibiot, Tetracyclines","Doxycycline","Oral"
"55289086602","Antibiot, Tetracyclines","Doxycycline","Oral"
"55289086604","Antibiot, Tetracyclines","Doxycycline","Oral"
"55289086606","Antibiot, Tetracyclines","Doxycycline","Oral"
"55289086607","Antibiot, Tetracyclines","Doxycycline","Oral"
"55289086608","Antibiot, Tetracyclines","Doxycycline","Oral"
"55289086610","Antibiot, Tetracyclines","Doxycycline","Oral"
"55289086614","Antibiot, Tetracyclines","Doxycycline","Oral"
"55289086620","Antibiot, Tetracyclines","Doxycycline","Oral"
"55289086628","Antibiot, Tetracyclines","Doxycycline","Oral"
"55289086630","Antibiot, Tetracyclines","Doxycycline","Oral"
"55289086660","Antibiot, Tetracyclines","Doxycycline","Oral"
"55289086671","Antibiot, Tetracyclines","Doxycycline","Oral"
"55289086674","Antibiot, Tetracyclines","Doxycycline","Oral"
"55289086685","Antibiot, Tetracyclines","Doxycycline","Oral"
"55289086686","Antibiot, Tetracyclines","Doxycycline","Oral"
"55289086687","Antibiot, Tetracyclines","Doxycycline","Oral"
"55289086690","Antibiot, Tetracyclines","Doxycycline","Oral"
"55289086693","Antibiot, Tetracyclines","Doxycycline","Oral"
"55289086698","Antibiot, Tetracyclines","Doxycycline","Oral"
"55289088508","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"55289088524","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"55289088530","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"55289089001","Antibiotics, Misc","Clindamycin","Oral"
"55289089004","Antibiotics, Misc","Clindamycin","Oral"
"55289089015","Antibiotics, Misc","Clindamycin","Oral"
"55289089020","Antibiotics, Misc","Clindamycin","Oral"
"55289089021","Antibiotics, Misc","Clindamycin","Oral"
"55289089028","Antibiotics, Misc","Clindamycin","Oral"
"55289089030","Antibiotics, Misc","Clindamycin","Oral"
"55289089040","Antibiotics, Misc","Clindamycin","Oral"
"55289089056","Antibiotics, Misc","Clindamycin","Oral"
"55289089090","Antibiotics, Misc","Clindamycin","Oral"
"55289090910","Antibiot, Erythromycn&Macrolid","Clarithromycin","Oral"
"55289090914","Antibiot, Erythromycn&Macrolid","Clarithromycin","Oral"
"55289090920","Antibiot, Erythromycn&Macrolid","Clarithromycin","Oral"
"55289090928","Antibiot, Erythromycn&Macrolid","Clarithromycin","Oral"
"55289091412","Urinary Anti-Infectives, NEC","Nitrofurantoin","Oral"
"55289091414","Urinary Anti-Infectives, NEC","Nitrofurantoin","Oral"
"55289091415","Urinary Anti-Infectives, NEC","Nitrofurantoin","Oral"
"55289091420","Urinary Anti-Infectives, NEC","Nitrofurantoin","Oral"
"55289091428","Urinary Anti-Infectives, NEC","Nitrofurantoin","Oral"
"55289091430","Urinary Anti-Infectives, NEC","Nitrofurantoin","Oral"
"55289091440","Urinary Anti-Infectives, NEC","Nitrofurantoin","Oral"
"55289091506","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.","Oral"
"55289091515","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.","Oral"
"55289091524","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.","Oral"
"55289091530","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.","Oral"
"55289095410","Antibiot, Cephalosporin & Rel.","Cefixime","Oral"
"55289095479","Antibiot, Cephalosporin & Rel.","Cefixime","Oral"
"55289095491","Antibiot, Cephalosporin & Rel.","Cefixime","Oral"
"55289096404","Antibiot, Erythromycn&Macrolid","Azithromycin","Oral"
"55289096414","Antibiot, Erythromycn&Macrolid","Azithromycin","Oral"
"55370081207","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"55370081208","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"55370081305","Antibiot, Tetracyclines","Doxycycline","Oral"
"55370081308","Antibiot, Tetracyclines","Doxycycline","Oral"
"55370081405","Antibiot, Tetracyclines","Doxycycline","Oral"
"55370083607","Antibiot, Cephalosporin & Rel.","Cefaclor","Oral"
"55370083608","Antibiot, Cephalosporin & Rel.","Cefaclor","Oral"
"55370083714","Antibiot, Cephalosporin & Rel.","Cefaclor","Oral"
"55370083775","Antibiot, Cephalosporin & Rel.","Cefaclor","Oral"
"55370083850","Antibiot, Cephalosporin & Rel.","Cefaclor","Oral"
"55370083914","Antibiot, Cephalosporin & Rel.","Cefaclor","Oral"
"55370083975","Antibiot, Cephalosporin & Rel.","Cefaclor","Oral"
"55370084013","Antibiot, Cephalosporin & Rel.","Cefaclor","Oral"
"55370084050","Antibiot, Cephalosporin & Rel.","Cefaclor","Oral"
"55370084207","Antibiot, Cephalosporin & Rel.","Cefaclor","Oral"
"55370084208","Antibiot, Cephalosporin & Rel.","Cefaclor","Oral"
"55370088007","Antibiot, Penicillins","Ampicillin & Comb.","Oral"
"55370088008","Antibiot, Penicillins","Ampicillin & Comb.","Oral"
"55370088107","Antibiot, Penicillins","Ampicillin & Comb.","Oral"
"55370088108","Antibiot, Penicillins","Ampicillin & Comb.","Oral"
"55370088213","Antibiot, Penicillins","Ampicillin & Comb.","Oral"
"55370088240","Antibiot, Penicillins","Ampicillin & Comb.","Oral"
"55370088313","Antibiot, Penicillins","Ampicillin & Comb.","Oral"
"55370088340","Antibiot, Penicillins","Ampicillin & Comb.","Oral"
"55370088407","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55370088408","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55370088507","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55370088508","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55370088613","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55370088614","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55370088680","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55370088713","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55370088714","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55370088780","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55370089106","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55370089207","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55370089208","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55370089407","Antibiot, Cephalosporin & Rel.","Cefaclor","Oral"
"55370089507","Antibiot, Cephalosporin & Rel.","Cefaclor","Oral"
"55370089614","Antibiot, Cephalosporin & Rel.","Cefaclor","Oral"
"55370089675","Antibiot, Cephalosporin & Rel.","Cefaclor","Oral"
"55370089714","Antibiot, Cephalosporin & Rel.","Cefaclor","Oral"
"55370089775","Antibiot, Cephalosporin & Rel.","Cefaclor","Oral"
"55370089813","Antibiot, Cephalosporin & Rel.","Cefaclor","Oral"
"55370089821","Antibiot, Cephalosporin & Rel.","Cefaclor","Oral"
"55370089913","Antibiot, Cephalosporin & Rel.","Cefaclor","Oral"
"55370089921","Antibiot, Cephalosporin & Rel.","Cefaclor","Oral"
"55370090007","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"55370090008","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"55370090107","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"55370090108","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"55370090213","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"55370090240","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"55370090313","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"55370090340","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"55390000110","Antibiot, Cephalosporin & Rel.","Cefazolin",NA
"55390000306","Antibiot, Cephalosporin & Rel.","Cefazolin",NA
"55390000506","Antibiot, Cephalosporin & Rel.","Cefazolin",NA
"55390000606","Antibiot, Cephalosporin & Rel.","Cefazolin",NA
"55390000706","Antibiot, Cephalosporin & Rel.","Cefazolin",NA
"55390010901","Antibiotics, Misc","Clindamycin","Injection"
"55390011005","Antibiot, Tetracyclines","Doxycycline",NA
"55390011010","Antibiot, Tetracyclines","Doxycycline","Intravenous"
"55390012001","Antibiot, Tetracyclines","Doxycycline",NA
"55390013901","Antibiotics, Misc","Polymyxin B","Injection"
"55390013910","Antibiotics, Misc","Polymyxin B","Injection"
"55390020025","Antibiotics, Misc","Clindamycin",NA
"55390020099","Antibiotics, Misc","Clindamycin",NA
"55390020125","Antibiotics, Misc","Clindamycin",NA
"55390020199","Antibiotics, Misc","Clindamycin",NA
"55390020225","Antibiotics, Misc","Clindamycin",NA
"55390020299","Antibiotics, Misc","Clindamycin",NA
"55390022302","Antibiot, Aminoglycosides","Amikacin Sulfate","Injection"
"55390022402","Antibiot, Aminoglycosides","Amikacin Sulfate","Injection"
"55390022404","Antibiot, Aminoglycosides","Amikacin Sulfate","Injection"
"55390022502","Antibiot, Aminoglycosides","Amikacin Sulfate","Injection"
"55390022602","Antibiot, Aminoglycosides","Amikacin Sulfate","Injection"
"55390022604","Antibiot, Aminoglycosides","Amikacin Sulfate","Injection"
"55390030910","Antibiot, Cephalosporin & Rel.","Ceftriaxone","Injection"
"55390031010","Antibiot, Cephalosporin & Rel.","Ceftriaxone","Injection"
"55390031110","Antibiot, Cephalosporin & Rel.","Ceftriaxone","Injection"
"55390031210","Antibiot, Cephalosporin & Rel.","Ceftriaxone","Injection"
"55390031601","Antibiot, Cephalosporin & Rel.","Ceftriaxone","Intravenous"
"55515025904","Antibiot, Tetracyclines","Doxycycline","Oral"
"55515025907","Antibiot, Tetracyclines","Doxycycline","Oral"
"55515026006","Antibiot, Tetracyclines","Doxycycline","Oral"
"55553055920","Antibiot, Aminoglycosides","Gentamicin Sulfate & Comb.","Injection"
"55553090810","Antibiotics, Misc","Lincomycin","Injection"
"55700000721","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55700000730","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55700000740","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55700000742","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55700000810","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"55700000814","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"55700000820","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"55700000828","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"55700000830","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"55700000840","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"55700000910","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"55700000914","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"55700000920","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"55700000928","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"55700000930","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"55700000940","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"55700004310","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"55700004314","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"55700004320","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"55700004328","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"55700004330","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"55700004340","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"55700004412","Antibiot, Penicillins","Penicillin V","Oral"
"55700004420","Antibiot, Penicillins","Penicillin V","Oral"
"55700004428","Antibiot, Penicillins","Penicillin V","Oral"
"55700004430","Antibiot, Penicillins","Penicillin V","Oral"
"55700004440","Antibiot, Penicillins","Penicillin V","Oral"
"55700005014","Antibiot, Erythromycn&Macrolid","Clarithromycin","Oral"
"55700005020","Antibiot, Erythromycn&Macrolid","Clarithromycin","Oral"
"55700005030","Antibiot, Erythromycn&Macrolid","Clarithromycin","Oral"
"55700006506","Antibiot, Erythromycn&Macrolid","Azithromycin","Oral"
"55700007520","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55700007521","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55700007530","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55700007540","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55700007542","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55700007560","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55700008120","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55700008628","Antibiot, Tetracyclines","Doxycycline","Oral"
"55700008630","Antibiot, Tetracyclines","Doxycycline","Oral"
"55700010614","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55700010620","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55700012220","Antibiot, Tetracyclines","Doxycycline","Oral"
"55700014530","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"55700014540","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"55700014900","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"55700015506","Antibiotics, Misc","Clindamycin","Oral"
"55700015521","Antibiotics, Misc","Clindamycin","Oral"
"55700015528","Antibiotics, Misc","Clindamycin","Oral"
"55700015530","Antibiotics, Misc","Clindamycin","Oral"
"55700015540","Antibiotics, Misc","Clindamycin","Oral"
"55700015545","Antibiotics, Misc","Clindamycin","Oral"
"55700016630","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55700017120","Antibiot, Cephalosporin & Rel.","Cefdinir","Oral"
"55700018120","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55700020606","Antibiot, Erythromycn&Macrolid","Azithromycin","Oral"
"55700020721","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55700020730","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55700020740","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55700020742","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55700021130","Antibiot, Erythromycn&Macrolid","Azithromycin","Oral"
"55700021420","Antibiot, Cephalosporin & Rel.","Cefdinir","Oral"
"55700021430","Antibiot, Cephalosporin & Rel.","Cefdinir","Oral"
"55700023020","Antibiot, Penicillins","Penicillin V","Oral"
"55700023028","Antibiot, Penicillins","Penicillin V","Oral"
"55700023030","Antibiot, Penicillins","Penicillin V","Oral"
"55700023040","Antibiot, Penicillins","Penicillin V","Oral"
"55700025010","Antibiot, Tetracyclines","Doxycycline","Oral"
"55700025014","Antibiot, Tetracyclines","Doxycycline","Oral"
"55700025020","Antibiot, Tetracyclines","Doxycycline","Oral"
"55700025030","Antibiot, Tetracyclines","Doxycycline","Oral"
"55700025090","Antibiot, Tetracyclines","Doxycycline","Oral"
"55700026420","Antibiot, Penicillins","Dicloxacillin Sodium","Oral"
"55700026730","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"55700029420","Antibiot, Cephalosporin & Rel.","Cefprozil","Oral"
"55700029514","Urinary Anti-Infectives, NEC","Nitrofurantoin","Oral"
"55700029520","Urinary Anti-Infectives, NEC","Nitrofurantoin","Oral"
"55700029804","Anti-Infectives, Misc","Metronidazole & Comb.","Oral"
"55700029814","Anti-Infectives, Misc","Metronidazole & Comb.","Oral"
"55700029820","Anti-Infectives, Misc","Metronidazole & Comb.","Oral"
"55700029821","Anti-Infectives, Misc","Metronidazole & Comb.","Oral"
"55700029830","Anti-Infectives, Misc","Metronidazole & Comb.","Oral"
"55700030614","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55700030620","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55700030830","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55700032320","Antibiot, Tetracyclines","Doxycycline","Oral"
"55700032815","Antibiotics, Misc","Clindamycin","Oral"
"55700032820","Antibiotics, Misc","Clindamycin","Oral"
"55700032821","Antibiotics, Misc","Clindamycin","Oral"
"55700032828","Antibiotics, Misc","Clindamycin","Oral"
"55700032830","Antibiotics, Misc","Clindamycin","Oral"
"55700032842","Antibiotics, Misc","Clindamycin","Oral"
"55700032860","Antibiotics, Misc","Clindamycin","Oral"
"55700033230","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55700035106","Antibiot, Erythromycn&Macrolid","Azithromycin","Oral"
"55700035806","Antibiotics, Misc","Clindamycin","Oral"
"55700035821","Antibiotics, Misc","Clindamycin","Oral"
"55700035828","Antibiotics, Misc","Clindamycin","Oral"
"55700035830","Antibiotics, Misc","Clindamycin","Oral"
"55700035840","Antibiotics, Misc","Clindamycin","Oral"
"55700035845","Antibiotics, Misc","Clindamycin","Oral"
"55700036420","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"55700036430","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"55700036440","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"55700037421","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55700037430","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55700037515","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55700037520","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55700038830","Urinary Anti-Infectives, NEC","Nitrofurantoin","Oral"
"55700039014","Antibiot, Tetracyclines","Minocycline","Oral"
"55700039030","Antibiot, Tetracyclines","Minocycline","Oral"
"55700040430","Antibiot, Penicillins","Penicillin V","Oral"
"55700040609","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55700040621","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55700041514","Antibiot, Tetracyclines","Minocycline","Oral"
"55700041520","Antibiot, Tetracyclines","Minocycline","Oral"
"55700041530","Antibiot, Tetracyclines","Minocycline","Oral"
"55700041560","Antibiot, Tetracyclines","Minocycline","Oral"
"55700041630","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55700041820","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55700043206","Antibiot, Erythromycn&Macrolid","Azithromycin","Oral"
"55700043266","Antibiot, Erythromycn&Macrolid","Azithromycin","Oral"
"55700043620","Antibiot, Cephalosporin & Rel.","Cefuroxime","Oral"
"55700044040","Antibiot, Penicillins","Penicillin V","Oral"
"55700044420","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55700045520","Antibiot, Cephalosporin & Rel.","Cefprozil","Oral"
"55700045614","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55700046700","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55700046800","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55700047010","Antibiot, Tetracyclines","Doxycycline","Oral"
"55700047014","Antibiot, Tetracyclines","Doxycycline","Oral"
"55700047020","Antibiot, Tetracyclines","Doxycycline","Oral"
"55700047030","Antibiot, Tetracyclines","Doxycycline","Oral"
"55700047090","Antibiot, Tetracyclines","Doxycycline","Oral"
"55700047125","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55700047614","Anti-Infectives, Misc","Metronidazole & Comb.","Oral"
"55700047630","Anti-Infectives, Misc","Metronidazole & Comb.","Oral"
"55700052520","Antibiot, Cephalosporin & Rel.","Cefdinir","Oral"
"55700053214","Urinary Anti-Infectives, NEC","Nitrofurantoin","Oral"
"55700053220","Urinary Anti-Infectives, NEC","Nitrofurantoin","Oral"
"55700053310","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"55700053314","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"55700053320","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"55700053328","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"55700053330","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"55700053340","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"55700053514","Antibiot, Erythromycn&Macrolid","Clarithromycin","Oral"
"55700053520","Antibiot, Erythromycn&Macrolid","Clarithromycin","Oral"
"55700053530","Antibiot, Erythromycn&Macrolid","Clarithromycin","Oral"
"55700053875","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"55700055314","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"55700056030","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
